,,,,asp,0.7,1,,4,,,,,,,
,,,,asp,1,1,,4,,,,,,,
,,,,asp,0.8,1,,1,,,,,,,
,,,,asp,1.2,1,,5,,,,,,,
,,,,asp,0.6,1,,,,,,,,,
,,,,asp,0.6,1,,1,,,,,,,
,,,,asp,0.9,1,,4,,,,,,,
,,,,asp,0.9,1,,5,,,,,,,
,,,,asp,0.4,1,,2,,,,,,,
,,,,asp,0.7,1,,,,,,,,,
,,,,asp,1,1,,3,,,,,,,
,,,,asp,0.6,1,,3,,,,,,,
,,,,asp,1.1,1,,8,,,,,,,
96,650487,6626070,635,,,,,,,5,vitsippa,30,ko,1,foto
,,,,,,,,,,,gräs,60,,,
,,,,,,,,,,,husmossa,10,,,
97,650522,6626069,635,tall,113,3,,,,6,väggmossa,30,,0,foto
,,,,rönn,0.7,1,,3,,,blåbär,20,,,
,,,,rönn,0.6,1,,7,,,vårfryle,,,,
,,,,rönn,0.9,1,,>10,,,fårsvingel,50,,,
98,650556,6626070,310,,,,,,,8,gräs,90,,0,
,,,,,,,,,,,smörblomma,5,,,
,,,,,,,,,,,vitklöver,5,,,
99,650589,6626070,310,,,,,,,8,maskros,30,ko,2,
,,,,,,,,,,,stormåra,10,,,
,,,,,,,,,,,vitmåra,,,,
,,,,,,,,,,,röllika,,,,
,,,,,,,,,,,timotej,60,,,
100,650626,6626069,310,,,,,,,7,gräs,20,ko,1,
,,,,,,,,,,,maskros,,,,
,,,,,,,,,,,röllika,50,,,
,,,,,,,,,,,vitklöver,10,,,
,,,,,,,,,,,stormåra,5,,,
,,,,,,,,,,,mossa,5,,,
,,,,,,,,,,,vildlin,,,,
,,,,,,,,,,,tistel,,,,
101,650661,6626071,310,,,,,,,5,gräs,95,,0,
,,,,,,,,,,,stormåra,5,,,
,,,,,,,,,,,tuvtåtel,30,,,
102,650698,6626072,310,,,,,,,2,maskros,20,,0,"väg, foto"
,,,,,,,,,,,röllika,40,,,
,,,,,,,,,,,vitklöver,10,,,
,,,,,,,,,,,groblad,,,,
,,,,,,,,,,,gräs,20,,,
84,650662,6626106,310,,,,,,,9,maskros,20,,0,
,,,,,,,,,,,röllika,20,,,
,,,,,,,,,,,stormåra,10,,,
,,,,,,,,,,,gräs,50,,,
83,650627,6626105,310,,,,,,,7,gräs,75,,0,
,,,,,,,,,,,röllika,10,,,
,,,,,,,,,,,stormåra,5,,,
78,650452,6626107,310,,,,,,,5,röllika,20,,0,
,,,,,,,,,,,daggkopa,50,,,
,,,,,,,,,,,gräs,10,,,
,,,,,,,,,,,maskros,10,,,
,,,,,,,,,,,mossa,10,,,
77,650418,6626105,310,,,,,,,8,gräs,75,,0,
,,,,,,,,,,,maskros,10,,,
,,,,,,,,,,,röllika,10,,,
,,,,,,,,,,,stormåra,,,,
,,,,,,,,,,,daggkopa,5,,,
,,,,,,,,,,,vildlin,,,,
76,650384,6626103,310,,,,,,,6,vitsippa,5,,0,
,,,,,,,,,,,maskros,30,,,
,,,,,,,,,,,röllika,20,,,
,,,,,,,,,,,vitklöver,5,,,
,,,,,,,,,,,stormåra,5,,,
,,,,,,,,,,,gräs,30,,,
,,,,,,,,,,,vicker,,,,
,,,,,,,,,,,mossa,5,,,
65,utanför,,,,,,,,,,,,,,
66,650522,6626141,,,,,,,,4,gräs,45,,0,
,,,,,,,,,,,rölleka,5,,,
,,,,,,,,,,,vitklöver,10,,,
,,,,,,,,,,,maskros,10,,,
,,,,,,,,,,,stormåra,5,,,
,,,,,,,,,,,mossa,20,,,
,,,,,,,,,,,smörblomma,5,,,
54,650203,6626177,635,gran,1.9,1,,,,6,fårsvingel,50,,0,
,,,,björk,2.1,1,,,,,väggmossa,50,,,
,,,,gran,13,2,,,,,vitsippa,,,,
53,650174,6626175,635,rönn,0.9,1,,,,5,blåbär,40,,0,
,,,,rönn,0.9,1,,,,,vitsippa,50,,,
,,,,hallon,,,,,,,fårsvingel,,,,
,,,,,,,,,,,väggmossa,10,,,
29,650279,6626242,635,ek,14,2,,,,,blåbär,10,,0,
,,,,,,,,,,,husmossa,90,,,
,,,,,,,,,,,vitsippa,,,,
28,650242,6626243,635,gran,2.3,1,,,,7,mossa,50,hare,1,foto
,,,,gran,1,1,,,,,lingon,25,hare?,1,foto
,,,,,,,,,,,fårsvingel,25,,,
27,650204,6626238,635,gran,1.4,1,,,,8,fårsvingel,20,,0,
,,,,gran,1.6,1,,,,,blåbär,20,,,
,,,,,,,,,,,väggmossa,25,,,
,,,,,,,,,,,husmossa,25,,,
,,,,,,,,,,,björnmossa,5,,,
26,650247,6626172,635,rönn,0.6,1,,,,4,vitsippa,30,,0,
,,,,rönn,0.4,1,,,,,fårsvingel,30,,,
,,,,,,,,,,,kammossa,20,,,
,,,,,,,,,,,blåbär,10,,,
,,,,,,,,,,,väggmossa,,,,
25,650133,6626244,635,rönn,0.4,1,,,,3,mossa,100,,0,nära dike
,,,,rönn,0.7,1,,,,,ekkorrbär,,,,
,,,,klibbal,76,3,,>10,,,lundpraktmossa,,,,
,,,,klibbal,67,3,,>10,,,maskros,,,,
24,650102,6626242,635,,,,,,,7,husmossa,70,,0,
,,,,,,,,,,,vitsippa,30,,,
23,650071,6626244,635,gran,78,3,,,,7,husmossa,90,,0,
,,,,,,,,,,,fårsvingel,10,,,
,,,,,,,,,,,väggmossa,,,,
