	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	2014 05 06	08:59:00	59	59.601590	15.198333		3D	105	1.1	8	0	0	0	23	624	01000011	0	00000001	00000000	Init		
	2014 05 06	09:00:00	30	59.601597	15.198325		3D	104	1.1	8	0	0	0	23	624	01000010	0	00000001	00000000
	2014 05 06	09:10:00	30	59.601553	15.198318		3D	95	1.0	8	0	0	0	22	625	01000010	0	00000001	00000000
	2014 05 06	09:20:00	30	59.601500	15.198300		3D	89	1.4	7	0	0	0	22	625	01000010	0	00000001	00000000
	2014 05 06	09:29:00		Mortality										22	625	00000100	0	00000001	00000000
	2014 05 06	09:30:00	30	59.601707	15.198260		3D	101	1.4	7	0	0	0	22	625	01000010	0	00000001	00000000
	2014 05 07	05:22:00	63	59.601393	15.199058		3D	104	1.0	8	0	1	3	21	628	01000011	680	00000001	00000000	Init
	2014 05 07	05:30:00	30	59.601398	15.199032		3D	99	1.2	6	0	0	0	10	630	01000010	0	00000001	00000000
	2014 05 07	05:40:00	30	59.601393	15.199068		3D	101	1.2	6	0	0	0	5	629	01000010	0	00000001	00000000
	2014 05 07	05:50:00	30	59.601378	15.199028		3D	99	1.2	6	0	0	0	3	628	01000010	0	00000001	00000000
	2014 05 07	05:52:00		Mortality										3	628	00000100	0	00000001	00000000
	2014 05 07	06:00:00	30	59.601373	15.199027		3D	103	1.2	6	0	0	0	2	627	01000010	0	00000001	00000000
	2014 05 07	06:10:00	30	59.601360	15.199015		3D	93	2.0	5	0	0	0	2	626	01000010	0	00000001	00000000
	2014 05 07	06:20:00	40	59.601693	15.198420		3D	120	1.8	5	0	0	0	4	624	01000010	0	00000001	00000000
	2014 05 21	08:06:00	91	59.742888	17.665873		3D	42	0.9	9	0	9	15	18	624	01000011	0	00000001	00000000	Init
	2014 05 21	08:15:00	30	59.743202	17.666762		3D	43	0.9	9	0	2	1	22	630	01000010	0	00000001	00000000
	2014 05 21	08:30:00	30	59.743217	17.665837		3D	46	0.9	9	0	7	11	24	631	01000010	0	00000001	00000000
	2014 05 21	08:45:00	30	59.743128	17.665685		3D	37	0.9	9	0	5	2	23	631	01000010	0	00000001	00000000
	2014 05 21	09:00:00	30	59.743635	17.665767		3D	42	0.9	9	0	8	4	24	631	01000010	0	00000001	00000000
	2014 05 21	09:15:00	30	59.743955	17.662895		3D	30	1.0	8	0	9	0	25	631	01000010	0	00000001	00000000
	2014 05 21	09:30:00	30	59.743893	17.664285		3D	31	1.0	7	0	0	0	24	631	01000010	0	00000001	00000000
	2014 05 21	09:45:00	30	59.743955	17.665098		3D	35	1.4	6	0	4	5	27	631	01000010	0	00000001	00000000
	2014 05 21	10:00:00	30	59.743895	17.665483		3D	35	1.5	5	0	5	8	27	631	01000010	0	00000001	00000000
	2014 05 21	10:15:00	41	59.743382	17.667875		3D	42	1.7	4	0	4	4	26	630	01000010	0	00000001	00000000
	2014 05 21	10:30:00	30	59.743408	17.667092		3D	50	1.5	4	0	9	5	27	631	01000010	0	00000001	00000000
	2014 05 21	10:45:00	43	59.743265	17.666757		3D	47	3.1	4	0	4	3	26	630	01000010	0	00000001	00000000
	2014 05 21	11:00:00	44	59.743835	17.666140		3D	37	0.9	9	0	1	0	25	630	01000010	0	00000001	00000000
	2014 05 21	11:15:00	30	59.743993	17.666055		3D	37	0.8	9	0	4	4	27	631	01000010	0	00000001	00000000
	2014 05 21	11:30:00	30	59.743563	17.663898		3D	31	0.9	8	0	5	7	27	631	01000010	0	00000001	00000000
	2014 05 21	11:45:00	30	59.743410	17.664073		3D	28	0.8	8	0	5	7	26	631	01000010	0	00000001	00000000
	2014 05 21	12:00:00	30	59.743318	17.664243		3D	34	0.8	8	0	8	1	27	631	01000010	0	00000001	00000000
	2014 05 21	12:15:00	30	59.743397	17.664178		3D	27	1.1	6	0	6	8	25	631	01000010	0	00000001	00000000
	2014 05 21	12:30:00	30	59.743845	17.664232		3D	30	0.9	7	0	7	2	25	631	01000010	0	00000001	00000000
	2014 05 21	12:45:00	30	59.743822	17.664413		3D	26	1.2	5	0	0	0	24	631	01000010	0	00000001	00000000
	2014 05 21	13:00:00	30	59.743905	17.664465		3D	20	1.3	4	0	0	1	24	631	01000010	0	00000001	00000000
	2014 05 21	13:15:00	32	59.743878	17.664310		3D	23	1.3	4	0	0	0	25	630	01000010	0	00000001	00000000
	2014 05 21	13:30:00	74	59.744508	17.664258		3D	217	2.1	4	0	18	24	27	628	01000010	0	00000001	00000000
	2014 05 21	13:45:00	44	59.743753	17.664478		3D	26	1.5	5	0	9	15	27	629	01000010	0	00000001	00000000
	2014 05 21	14:00:00	30	59.743430	17.663828		3D	36	1.6	5	0	6	8	29	630	01000010	0	00000001	00000000
	2014 05 21	14:15:00	30	59.743133	17.664382		3D	30	1.7	5	0	3	3	30	630	01000010	0	00000001	00000000
	2014 05 21	14:30:00	30	59.743192	17.667243		3D	46	1.9	5	0	1	2	29	630	01000010	0	00000001	00000000
	2014 05 21	14:45:00	30	59.743492	17.668127		3D	44	2.2	5	0	6	6	28	630	01000010	0	00000001	00000000
	2014 05 21	15:00:00	30	59.743753	17.668400		3D	51	2.9	4	0	9	9	27	630	01000010	0	00000001	00000000
	2014 05 21	15:15:00	30	59.744253	17.666862		3D	47	3.9	4	0	11	11	26	630	01000010	0	00000001	00000000
	2014 05 21	15:30:00	30	59.744007	17.667172		3D	44	5.4	4	0	1	0	26	630	01000010	0	00000001	00000000
	2014 05 21	15:45:00	44	59.743825	17.667350		3D	33	1.7	5	0	13	9	27	629	01000010	0	00000001	00000000
	2014 05 21	16:00:00	34	59.743713	17.667507		3D	31	1.2	7	0	11	9	27	630	01000010	0	00000001	00000000
	2014 05 21	16:15:00	30	59.743747	17.667330		3D	28	1.8	7	0	8	8	27	631	01000010	0	00000001	00000000
	2014 05 21	16:30:00	30	59.743813	17.667462		3D	43	1.2	7	0	4	4	26	631	01000010	0	00000001	00000000
	2014 05 21	16:45:00	30	59.743725	17.667465		3D	33	1.3	6	0	5	5	26	630	01000010	0	00000001	00000000
	2014 05 21	17:00:00	30	59.743600	17.667685		3D	28	1.2	6	0	7	9	26	630	01000010	0	00000001	00000000
	2014 05 21	17:15:00	30	59.743732	17.667457		3D	30	1.2	6	0	8	8	26	631	01000010	0	00000001	00000000
	2014 05 21	17:30:00	30	59.743648	17.667742		3D	33	1.1	6	0	7	5	25	631	01000010	0	00000001	00000000
	2014 05 21	17:45:00	30	59.743782	17.667545		3D	38	1.4	5	0	6	2	25	631	01000010	0	00000001	00000000
	2014 05 21	18:00:00	30	59.743602	17.667770		3D	40	2.1	4	0	4	5	25	630	01000010	0	00000001	00000000
	2014 05 21	18:15:00	30	59.743433	17.667820		3D	28	1.3	4	0	4	3	24	630	01000010	0	00000001	00000000
	2014 05 21	18:30:00	44	59.743410	17.667900		3D	37	1.0	6	0	6	7	24	629	01000010	0	00000001	00000000
	2014 05 21	18:45:00	30	59.743448	17.668110		3D	34	0.9	6	0	4	7	23	630	01000010	0	00000001	00000000
	2014 05 21	19:00:00	33	59.743383	17.667953		3D	34	1.1	5	0	8	2	21	630	01000010	0	00000001	00000000
	2014 05 21	19:15:00	30	59.743942	17.667162		3D	37	1.9	4	0	9	12	20	630	01000010	0	00000001	00000000
	2014 05 21	19:30:00	44	59.744050	17.666910		3D	33	1.3	5	0	10	4	19	629	01000010	0	00000001	00000000
	2014 05 21	19:45:00	30	59.744182	17.669332		3D	33	1.4	5	0	3	3	19	630	01000010	0	00000001	00000000
	2014 05 21	20:00:00	30	59.744105	17.667727		3D	35	2.8	4	0	6	2	19	630	01000010	0	00000001	00000000
	2014 05 21	20:15:00	30	59.743528	17.667768		3D	24	3.0	4	0	5	1	18	630	01000010	0	00000001	00000000
	2014 05 21	20:30:00	38	59.743895	17.667915		3D	39	2.2	4	0	9	6	18	629	01000010	0	00000001	00000000
	2014 05 21	20:45:00	37	59.744180	17.668515		3D	14	4.6	4	0	8	2	17	629	01000010	0	00000001	00000000
	2014 05 21	21:00:00	30	59.744732	17.669788		3D	23	3.0	4	0	6	3	16	629	01000010	0	00000001	00000000
	2014 05 21	21:15:00	30	59.744490	17.669702		3D	24	4.1	4	0	4	1	15	630	01000010	0	00000001	00000000
	2014 05 21	21:30:00	30	59.745353	17.671122		3D	43	5.5	4	0	7	3	15	629	01000010	0	00000001	00000000
	2014 05 21	21:45:00	30	59.745383	17.670920		3D	43	5.6	4	0	6	9	15	629	01000010	0	00000001	00000000
	2014 05 21	22:00:00	30	59.744480	17.669423		3D	38	4.6	4	0	6	6	14	629	01000010	0	00000001	00000000
	2014 05 21	22:15:00	33	59.745427	17.671287		3D	46	1.3	5	0	7	4	14	629	01000010	0	00000001	00000000
	2014 05 21	22:30:00	30	59.743937	17.667063		3D	34	2.7	4	0	8	0	14	629	01000010	0	00000001	00000000
	2014 05 21	22:45:00	44	59.744113	17.666870		3D	40	0.8	10	0	0	0	15	628	01000010	0	00000001	00000000
	2014 05 21	23:00:00	30	59.744465	17.669297		3D	42	0.8	10	0	2	0	14	629	01000010	0	00000001	00000000
	2014 05 21	23:15:00	30	59.744312	17.667903		3D	45	0.8	10	0	7	4	14	629	01000010	0	00000001	00000000
	2014 05 21	23:30:00	30	59.743817	17.667440		3D	44	0.8	10	0	7	10	14	629	01000010	0	00000001	00000000
	2014 05 21	23:45:00	30	59.744653	17.666055		3D	37	0.9	9	0	1	4	14	629	01000010	0	00000001	00000000
	2014 05 22	00:00:00	30	59.744638	17.666020		3D	44	0.9	9	0	3	3	15	629	01000010	0	00000001	00000000
	2014 05 22	00:15:00	30	59.744348	17.667852		3D	35	1.0	9	0	10	6	14	629	01000010	0	00000001	00000000
	2014 05 22	00:30:00	30	59.744258	17.667513		3D	31	1.0	8	0	8	10	14	629	01000010	0	00000001	00000000
	2014 05 22	00:45:00	30	59.743567	17.668367		3D	30	1.1	7	0	4	2	14	629	01000010	0	00000001	00000000
	2014 05 22	01:00:00	30	59.744440	17.669280		3D	32	1.1	7	0	5	2	13	629	01000010	0	00000001	00000000
	2014 05 22	01:15:00	30	59.744617	17.670055		3D	40	1.1	7	0	10	8	13	629	01000010	0	00000001	00000000
	2014 05 22	01:30:00	30	59.744725	17.670795		3D	35	4.1	4	0	2	0	13	629	01000010	0	00000001	00000000
	2014 05 22	01:45:00	30	59.743552	17.668233		3D	39	5.1	4	0	5	4	14	629	01000010	0	00000001	00000000
	2014 05 22	02:00:00	30	59.744025	17.667087		3D	31	6.5	4	0	8	4	14	629	01000010	0	00000001	00000000
	2014 05 22	02:15:00	43	59.744558	17.666633		3D	24	1.9	6	0	11	7	14	628	01000010	0	00000001	00000000
	2014 05 22	02:30:00	30	59.744492	17.666307		3D	12	2.2	5	0	0	0	15	629	01000010	0	00000001	00000000
	2014 05 22	02:45:00	30	59.745452	17.670953		3D	30	2.3	5	0	11	4	15	628	01000010	0	00000001	00000000
	2014 05 22	03:00:00	30	59.745403	17.670188		3D	26	2.3	5	0	4	5	14	629	01000010	0	00000001	00000000
	2014 05 22	03:15:00	30	59.744118	17.668392		3D	7	2.7	4	0	6	4	14	628	01000010	0	00000001	00000000
	2014 05 22	03:30:00	31	59.744187	17.668642		3D	18	9.0	4	0	8	4	14	628	01000010	0	00000001	00000000
	2014 05 22	03:45:00	30	59.744808	17.670002		3D	34	2.7	4	0	12	6	14	628	01000010	0	00000001	00000000
	2014 05 22	04:00:00	30	59.744472	17.669252		3D	41	2.7	4	0	5	3	15	628	01000010	0	00000001	00000000
	2014 05 22	04:15:00	33	59.744405	17.669163		3D	44	4.3	4	0	2	0	18	628	01000010	0	00000001	00000000
	2014 05 22	04:30:00	43	59.744328	17.669272		3D	40	2.3	4	0	0	0	19	628	01000010	0	00000001	00000000
	2014 05 22	04:45:00	30	59.744298	17.669167		3D	31	2.6	4	0	0	0	20	629	01000010	0	00000001	00000000
	2014 05 22	05:00:00	30	59.744343	17.669157		3D	33	2.7	4	0	0	1	21	629	01000010	0	00000001	00000000
	2014 05 22	05:15:00	30	59.744208	17.669103		3D	35	2.6	4	0	2	6	22	629	01000010	0	00000001	00000000
	2014 05 22	05:30:00	30	59.743440	17.668010		3D	38	2.3	4	0	2	2	22	629	01000010	0	00000001	00000000
	2014 05 22	05:45:00	41	59.743050	17.667527		3D	105	0.9	9	0	11	8	23	628	01000010	0	00000001	00000000
	2014 05 22	06:00:00	30	59.744180	17.668732		3D	26	1.0	8	0	0	0	24	629	01000010	0	00000001	00000000
	2014 05 22	06:15:00	30	59.743967	17.668418		3D	31	1.0	8	0	5	2	25	630	01000010	0	00000001	00000000
	2014 05 22	06:30:00	30	59.743980	17.668310		3D	35	1.1	8	0	7	0	25	630	01000010	0	00000001	00000000
	2014 05 22	06:45:00	30	59.744003	17.668213		3D	33	1.1	8	0	0	0	25	629	01000010	0	00000001	00000000
	2014 05 22	07:00:00	30	59.743422	17.667965		3D	36	1.5	7	0	6	3	25	630	01000010	0	00000001	00000000
	2014 05 22	07:15:00	30	59.743483	17.667685		3D	190	1.6	6	0	4	4	26	629	01000010	0	00000001	00000000
	2014 05 22	07:30:00	30	59.743832	17.667563		3D	30	1.7	6	0	8	4	26	630	01000010	0	00000001	00000000
	2014 05 22	07:45:00	30	59.743417	17.667955		3D	33	1.7	6	0	4	2	26	630	01000010	0	00000001	00000000
	2014 05 22	08:00:00	30	59.744228	17.668880		3D	18	1.8	5	0	0	0	28	630	01000010	0	00000001	00000000
	2014 05 22	08:15:00	30	59.743670	17.668165		3D	27	1.8	5	0	4	3	28	630	01000010	0	00000001	00000000
	2014 05 22	08:30:00	30	59.743492	17.667802		3D	26	2.1	4	0	7	4	28	630	01000010	0	00000001	00000000
	2014 05 22	08:45:00	43	59.743575	17.667590		3D	36	0.7	10	0	1	0	28	629	01000010	0	00000001	00000000
	2014 05 22	09:00:00	30	59.744042	17.666867		3D	34	0.9	9	0	0	0	27	630	01000010	0	00000001	00000000
	2014 05 22	09:15:00	30	59.744023	17.666882		3D	27	0.9	9	0	1	1	28	630	01000010	0	00000001	00000000
	2014 05 22	09:30:00	30	59.743463	17.667780		3D	14	0.9	9	0	1	1	28	630	01000010	0	00000001	00000000
	2014 05 22	09:45:00	30	59.743458	17.667757		3D	37	0.9	8	0	3	7	28	630	01000010	0	00000001	00000000
	2014 05 22	10:00:00	30	59.743387	17.667948		3D	38	1.7	6	0	3	2	29	630	01000010	0	00000001	00000000
	2014 05 22	10:15:00	30	59.743932	17.667147		3D	35	2.1	5	0	6	2	29	630	01000010	0	00000001	00000000
	2014 05 22	10:30:00	30	59.743723	17.668382		3D	44	2.5	4	0	2	0	28	631	01000010	0	00000001	00000000
	2014 05 22	10:45:00	30	59.743467	17.668060		3D	44	2.2	4	0	7	5	29	630	01000010	0	00000001	00000000
	2014 05 22	11:00:00	30	59.743510	17.668083		3D	46	2.1	4	0	5	4	28	630	01000010	0	00000001	00000000
	2014 05 22	11:15:00	43	59.743422	17.667932		3D	44	0.8	9	0	0	0	30	629	01000010	0	00000001	00000000
	2014 05 22	11:30:00	30	59.744028	17.666938		3D	36	0.7	10	0	1	0	28	631	01000010	0	00000001	00000000
	2014 05 22	11:45:00	30	59.743990	17.667002		3D	34	0.8	9	0	0	0	29	630	01000010	0	00000001	00000000
	2014 05 22	12:00:00	30	59.743995	17.666993		3D	35	0.8	9	0	0	0	31	631	01000010	0	00000001	00000000
	2014 05 22	12:15:00	30	59.743325	17.667953		3D	25	0.8	9	0	3	0	30	631	01000010	0	00000001	00000000
	2014 05 22	12:30:00	30	59.743397	17.667830		3D	31	0.9	8	0	6	1	30	631	01000010	0	00000001	00000000
	2014 05 22	12:45:00	30	59.743343	17.667727		3D	30	1.0	7	0	6	3	29	631	01000010	0	00000001	00000000
	2014 05 22	13:00:00	30	59.743338	17.667752		3D	32	1.1	6	0	1	0	29	631	01000010	0	00000001	00000000
	2014 05 22	13:15:00	30	59.743327	17.667592		3D	34	1.0	6	0	0	2	29	631	01000010	0	00000001	00000000
	2014 05 22	13:30:00	43	59.743422	17.667683		3D	49	1.2	6	0	2	2	28	630	01000010	0	00000001	00000000
	2014 05 22	13:45:00	30	59.743367	17.667878		3D	38	1.2	6	0	0	0	28	631	01000010	0	00000001	00000000
	2014 05 22	14:00:00	30	59.743475	17.667930		3D	46	1.1	6	0	3	3	27	631	01000010	0	00000001	00000000
	2014 05 22	14:15:00	30	59.743420	17.668030		3D	45	1.1	6	0	6	6	26	631	01000010	0	00000001	00000000
	2014 05 22	14:30:00	30	59.743343	17.667650		3D	44	1.1	6	0	0	0	27	631	01000010	0	00000001	00000000
	2014 05 22	14:45:00	30	59.743388	17.667715		3D	34	1.6	5	0	0	0	28	631	01000010	0	00000001	00000000
	2014 05 22	15:00:00	43	59.743478	17.668120		3D	33	1.0	7	0	15	6	28	630	01000010	0	00000001	00000000
	2014 05 22	15:15:00	30	59.743445	17.668087		3D	41	1.0	7	0	6	8	28	631	01000010	0	00000001	00000000
	2014 05 22	15:30:00	30	59.743438	17.668102		3D	37	1.0	7	0	2	3	29	631	01000010	0	00000001	00000000
	2014 05 22	15:45:00	30	59.743588	17.667992		3D	31	1.2	6	0	2	2	27	631	01000010	0	00000001	00000000
	2014 05 22	16:00:00	30	59.743637	17.667922		3D	33	1.2	6	0	0	0	27	631	01000010	0	00000001	00000000
	2014 05 22	16:15:00	30	59.743580	17.667915		3D	27	1.4	5	0	0	0	28	631	01000010	0	00000001	00000000
	2014 05 22	16:30:00	30	59.743678	17.667945		3D	15	2.0	4	0	0	0	30	630	01000010	0	00000001	00000000
	2014 05 22	16:45:00	30	59.743683	17.667942		3D	19	1.6	4	0	0	0	30	631	01000010	0	00000001	00000000
	2014 05 22	17:00:00	30	59.743670	17.667763		3D	23	1.5	4	0	8	1	28	631	01000010	0	00000001	00000000
	2014 05 22	17:15:00	30	59.743613	17.667773		3D	26	1.4	4	0	8	7	27	631	01000010	0	00000001	00000000
	2014 05 22	17:30:00	30	59.743732	17.667942		3D	27	1.3	4	0	4	6	25	631	01000010	0	00000001	00000000
	2014 05 22	17:45:00	43	59.743758	17.668668		3D	30	0.8	9	0	17	7	25	630	01000010	0	00000001	00000000
	2014 05 22	18:00:00	30	59.743745	17.668290		3D	36	0.8	9	0	3	5	24	631	01000010	0	00000001	00000000
	2014 05 22	18:15:00	30	59.743898	17.668552		3D	34	0.9	6	0	7	0	25	630	01000010	0	00000001	00000000
	2014 05 22	18:30:00	32	59.744507	17.669735		3D	-16	0.9	6	0	8	0	23	630	01000010	0	00000001	00000000
	2014 05 22	18:45:00	30	59.744290	17.669637		3D	22	0.9	6	0	10	7	22	630	01000010	0	00000001	00000000
	2014 05 22	19:00:00	30	59.744483	17.669812		3D	36	1.3	4	0	7	6	21	631	01000010	0	00000001	00000000
	2014 05 22	19:15:00	30	59.744718	17.669732		3D	37	1.3	4	0	4	5	20	631	01000010	0	00000001	00000000
	2014 05 22	19:30:00	45	59.744828	17.670935		3D	28	1.6	4	0	14	7	20	629	01000010	0	00000001	00000000
	2014 05 22	19:45:00	54	59.744963	17.671003		3D	49	9.5	4	0	22	11	20	628	01000010	0	00000001	00000000
	2014 05 22	20:00:00	30	59.744417	17.670000		3D	44	4.4	4	0	6	5	19	630	01000010	0	00000001	00000000
	2014 05 22	20:15:00	30	59.744448	17.669188		3D	42	2.9	4	0	1	2	18	630	01000010	0	00000001	00000000
	2014 05 22	20:30:00	67	59.745413	17.671093		3D	47	1.4	6	0	19	8	18	627	01000010	0	00000001	00000000
	2014 05 22	20:45:00	30	59.745960	17.671238		3D	58	1.4	6	0	8	3	18	630	01000010	0	00000001	00000000
	2014 05 22	21:00:00	30	59.745875	17.671190		3D	29	1.4	6	0	5	2	19	630	01000010	0	00000001	00000000
	2014 05 22	21:15:00	30	59.743872	17.667782		3D	30	1.5	6	0	3	6	18	630	01000010	0	00000001	00000000
	2014 05 22	21:30:00	30	59.743855	17.668465		3D	26	1.7	6	0	7	4	18	630	01000010	0	00000001	00000000
	2014 05 22	21:45:00	30	59.744197	17.669027		3D	35	2.0	6	0	1	0	18	630	01000010	0	00000001	00000000
	2014 05 22	22:00:00	30	59.744738	17.670453		3D	33	2.4	6	0	8	6	18	630	01000010	0	00000001	00000000
	2014 05 22	22:15:00	30	59.744338	17.670332		3D	52	3.3	5	0	1	4	17	629	01000010	0	00000001	00000000
	2014 05 22	22:30:00	30	59.744932	17.670947		3D	55	2.6	5	0	6	4	16	629	01000010	0	00000001	00000000
	2014 05 22	22:45:00	30	59.745942	17.671270		3D	48	4.3	4	0	6	0	16	629	01000010	0	00000001	00000000
	2014 05 22	23:00:00	30	59.745993	17.672072		3D	51	4.5	4	0	8	3	16	629	01000010	0	00000001	00000000
	2014 05 22	23:15:00	30	59.745632	17.671290		3D	67	4.7	4	0	7	4	16	629	01000010	0	00000001	00000000
	2014 05 22	23:30:00	30	59.745507	17.670700		3D	39	5.0	4	0	6	2	16	629	01000010	0	00000001	00000000
	2014 05 22	23:45:00	43	59.745470	17.670660		3D	52	1.1	8	0	0	2	16	628	01000010	0	00000001	00000000
	2014 05 23	00:00:00	30	59.745357	17.670677		3D	71	1.1	8	0	2	1	17	629	01000010	0	00000001	00000000
	2014 05 23	00:15:00	30	59.745433	17.670537		3D	45	1.3	7	0	0	0	17	630	01000010	0	00000001	00000000
	2014 05 23	00:30:00	30	59.745417	17.670530		3D	30	3.0	5	0	0	0	18	629	01000010	0	00000001	00000000
	2014 05 23	00:45:00	30	59.745377	17.670608		3D	36	1.8	6	0	3	4	18	629	01000010	0	00000001	00000000
	2014 05 23	01:00:00	30	59.745393	17.670882		3D	42	2.3	5	0	0	0	18	629	01000010	0	00000001	00000000
	2014 05 23	01:15:00	30	59.745345	17.670712		3D	23	2.9	5	0	0	0	18	629	01000010	0	00000001	00000000
	2014 05 23	01:30:00	30	59.745388	17.671345		3D	41	4.3	4	0	10	11	17	629	01000010	0	00000001	00000000
	2014 05 23	01:45:00	30	59.746277	17.671092		3D	42	5.5	4	0	10	7	16	629	01000010	0	00000001	00000000
	2014 05 23	02:00:00	30	59.746035	17.670278		3D	54	6.9	4	0	6	5	16	629	01000010	0	00000001	00000000
	2014 05 23	02:15:00	44	59.744430	17.669105		3D	28	1.1	7	0	10	12	16	628	01000010	0	00000001	00000000
	2014 05 23	02:30:00	30	59.744540	17.669893		3D	31	1.4	7	0	7	4	16	629	01000010	0	00000001	00000000
	2014 05 23	02:45:00	30	59.745573	17.670302		3D	41	1.4	7	0	6	2	16	629	01000010	0	00000001	00000000
	2014 05 23	03:00:00	30	59.745107	17.669937		3D	43	1.4	7	0	8	5	16	629	01000010	0	00000001	00000000
	2014 05 23	03:15:00	30	59.744838	17.669798		3D	40	1.7	6	0	5	7	16	629	01000010	0	00000001	00000000
	2014 05 23	03:30:00	30	59.744517	17.669655		3D	39	1.8	6	0	2	2	16	629	01000010	0	00000001	00000000
	2014 05 23	03:45:00	30	59.744047	17.668733		3D	43	1.9	6	0	1	3	18	629	01000010	0	00000001	00000000
	2014 05 23	04:00:00	30	59.743933	17.669062		3D	48	2.2	6	0	0	0	19	629	01000010	0	00000001	00000000
	2014 05 23	04:15:00	30	59.744167	17.668965		3D	36	4.1	4	0	2	1	20	629	01000010	0	00000001	00000000
	2014 05 23	04:30:00	49	59.744452	17.668813		3D	-9	9.0	4	0	0	0	21	627	01000010	0	00000001	00000000
	2014 05 23	04:45:00	34	59.744110	17.669080		3D	40	0.9	8	0	0	0	22	628	01000010	0	00000001	00000000
	2014 05 23	05:00:00	30	59.744108	17.669020		3D	34	0.9	8	0	0	0	23	629	01000010	0	00000001	00000000
	2014 05 23	05:15:00	30	59.744127	17.669045		3D	34	1.1	7	0	0	0	25	629	01000010	0	00000001	00000000
	2014 05 23	05:30:00	30	59.744112	17.668895		3D	35	1.3	6	0	0	0	25	629	01000010	0	00000001	00000000
	2014 05 23	05:45:00	30	59.744083	17.668962		3D	26	1.5	6	0	0	0	25	630	01000010	0	00000001	00000000
	2014 05 23	06:00:00	30	59.744165	17.668692		3D	26	1.7	6	0	6	2	26	630	01000010	0	00000001	00000000
	2014 05 23	06:15:00	30	59.744408	17.669935		3D	29	1.7	6	0	4	5	26	630	01000010	0	00000001	00000000
	2014 05 23	06:30:00	30	59.744548	17.670292		3D	34	1.6	6	0	7	7	26	630	01000010	0	00000001	00000000
	2014 05 23	06:45:00	30	59.744860	17.670465		3D	32	1.5	6	0	3	4	26	630	01000010	0	00000001	00000000
	2014 05 23	07:00:00	30	59.744483	17.669900		3D	44	1.3	6	0	4	6	25	630	01000010	0	00000001	00000000
	2014 05 23	07:15:00	30	59.744453	17.669218		3D	32	1.4	5	0	2	0	26	630	01000010	0	00000001	00000000
	2014 05 23	07:30:00	30	59.744333	17.668658		3D	35	1.3	5	0	5	6	27	630	01000010	0	00000001	00000000
	2014 05 23	07:45:00	30	59.743693	17.668518		3D	39	2.1	4	0	2	2	27	630	01000010	0	00000001	00000000
	2014 05 23	08:00:00	43	59.743380	17.667957		3D	38	0.8	9	0	0	0	27	629	01000010	0	00000001	00000000
	2014 05 23	08:15:00	30	59.743898	17.667780		3D	40	0.8	9	0	3	4	28	630	01000010	0	00000001	00000000
	2014 05 23	08:30:00	30	59.743903	17.668592		3D	38	0.9	8	0	0	0	28	630	01000010	0	00000001	00000000
	2014 05 23	08:45:00	30	59.743907	17.668560		3D	40	0.8	8	0	3	0	28	630	01000010	0	00000001	00000000
	2014 05 23	09:00:00	30	59.743528	17.667897		3D	30	1.0	7	0	6	6	29	630	01000010	0	00000001	00000000
	2014 05 23	09:15:00	30	59.743632	17.667902		3D	37	1.0	7	0	4	3	30	630	01000010	0	00000001	00000000
	2014 05 23	09:30:00	30	59.743595	17.667858		3D	31	1.1	6	0	0	0	28	630	01000010	0	00000001	00000000
	2014 05 23	09:45:00	30	59.743593	17.667847		3D	29	1.1	6	0	1	0	31	630	01000010	0	00000001	00000000
	2014 05 23	10:00:00	46	59.743733	17.667577		3D	-62	1.3	6	0	0	0	29	629	01000010	0	00000001	00000000
	2014 05 23	10:15:00	30	59.743657	17.667947		3D	33	1.5	5	0	0	0	31	630	01000010	0	00000001	00000000
	2014 05 23	10:30:00	30	59.743648	17.667753		3D	17	1.9	4	0	0	0	31	630	01000010	0	00000001	00000000
	2014 05 23	10:45:00	43	59.743650	17.667967		3D	35	1.0	8	0	2	0	32	629	01000010	0	00000001	00000000
	2014 05 23	11:00:00	30	59.743577	17.668035		3D	35	1.0	7	0	5	5	31	630	01000010	0	00000001	00000000
	2014 05 23	11:15:00	30	59.743712	17.668092		3D	24	1.0	7	0	5	1	29	630	01000010	0	00000001	00000000
	2014 05 23	11:30:00	30	59.743480	17.667973		3D	34	1.0	7	0	5	2	29	630	01000010	0	00000001	00000000
	2014 05 23	11:45:00	30	59.743548	17.667902		3D	45	0.9	7	0	3	4	29	630	01000010	0	00000001	00000000
	2014 05 23	12:00:00	30	59.743405	17.667945		3D	31	0.9	7	0	0	1	31	630	01000010	0	00000001	00000000
	2014 05 23	12:15:00	30	59.743402	17.667937		3D	34	0.9	7	0	0	0	31	630	01000010	0	00000001	00000000
	2014 05 23	12:30:00	30	59.743390	17.667927		3D	33	1.1	6	0	1	0	31	630	01000010	0	00000001	00000000
	2014 05 23	12:45:00	30	59.743600	17.667838		3D	31	1.3	4	0	4	3	29	630	01000010	0	00000001	00000000
	2014 05 23	13:00:00	30	59.743720	17.668170		3D	30	1.3	4	0	8	4	30	630	01000010	0	00000001	00000000
	2014 05 23	13:15:00	61	59.744558	17.669612		3D	31	2.7	4	0	14	14	30	628	01000010	0	00000001	00000000
