	Date	Time	TTF	Lat	Long		2D3D	Alt	DOP	SVs	FOM	X	Y	Temp	Bat	Status	SCap	GPS	GSM
	2014 05 27	16:15:00	30	59.745005	17.670690		3D	24	1.3	6	0	3	5	13	625	01000010	0	00000001	00000000
	2014 05 27	16:30:00	30	59.745350	17.670690		3D	28	1.2	6	0	7	7	13	625	01000010	0	00000001	00000000
	2014 05 27	16:45:00	30	59.745622	17.670582		3D	33	1.2	6	0	0	0	13	625	01000010	0	00000001	00000000
	2014 05 27	17:00:00	30	59.745357	17.673172		3D	73	1.1	6	0	7	4	12	625	01000010	0	00000001	00000000
	2014 05 27	17:15:00	30	59.745555	17.670992		3D	32	1.3	5	0	3	2	11	625	01000010	0	00000001	00000000
	2014 05 27	17:30:00	67	59.745677	17.670968		3D	40	2.1	4	0	23	27	11	621	01000010	0	00000001	00000000
	2014 05 27	17:45:00	36	59.745688	17.670842		3D	34	2.1	4	0	7	12	11	624	01000010	0	00000001	00000000
	2014 05 27	18:00:00	30	59.745502	17.671035		3D	40	2.2	4	0	9	5	10	624	01000010	0	00000001	00000000
	2014 05 27	18:15:00	30	59.745170	17.670965		3D	33	3.2	4	0	4	3	10	624	01000010	0	00000001	00000000
	2014 05 27	18:30:00	43	59.745207	17.671327		3D	29	1.6	4	0	4	7	10	623	01000010	0	00000001	00000000
	2014 05 27	18:45:00	30	59.745077	17.670737		3D	32	1.7	4	0	4	8	9	624	01000010	0	00000001	00000000
	2014 05 27	19:00:00	44	59.744332	17.669548		3D	40	2.1	4	0	16	21	9	622	01000010	0	00000001	00000000
	2014 05 27	19:15:00	30	59.743628	17.667880		3D	32	2.4	4	0	7	4	8	624	01000010	0	00000001	00000000
	2014 05 27	19:30:00	30	59.743798	17.667563		3D	24	2.7	4	0	2	0	8	624	01000010	0	00000001	00000000
	2014 05 27	19:45:00	30	59.743908	17.667747		3D	39	2.9	4	0	3	6	8	624	01000010	0	00000001	00000000
	2014 05 27	20:00:00	43	59.744823	17.670310		3D	32	2.0	7	0	3	4	9	622	01000010	0	00000001	00000000
	2014 05 27	20:15:00	30	59.745258	17.670642		3D	21	1.8	6	0	5	9	8	624	01000010	0	00000001	00000000
	2014 05 27	20:30:00	30	59.745680	17.671105		3D	19	1.6	6	0	5	4	8	624	01000010	0	00000001	00000000
	2014 05 27	20:45:00	30	59.746040	17.671243		3D	25	1.5	6	0	3	2	8	624	01000010	0	00000001	00000000
	2014 05 27	21:00:00	30	59.744777	17.670567		3D	29	1.5	6	0	4	1	7	624	01000010	0	00000001	00000000
	2014 05 27	21:15:00	30	59.744900	17.669892		3D	28	1.6	6	0	7	3	7	623	01000010	0	00000001	00000000
	2014 05 27	21:30:00	30	59.745443	17.669427		3D	31	1.7	6	0	1	0	7	622	01000010	0	00000001	00000000
	2014 05 27	21:45:00	30	59.745293	17.669525		3D	47	1.8	6	0	5	5	8	623	01000010	0	00000001	00000000
	2014 05 27	22:00:00	30	59.745340	17.669293		3D	14	2.1	5	0	0	0	8	623	01000010	0	00000001	00000000
	2014 05 27	22:15:00	30	59.745415	17.669455		3D	35	4.2	5	0	10	6	8	623	01000010	0	00000001	00000000
	2014 05 27	22:30:00	30	59.745342	17.669553		3D	36	2.8	4	0	3	0	7	622	01000010	0	00000001	00000000
	2014 05 27	22:45:00	30	59.744313	17.667033		3D	82	3.0	4	0	2	2	7	622	01000010	0	00000001	00000000
	2014 05 27	23:00:00	30	59.744210	17.667500		3D	41	3.4	4	0	7	1	7	622	01000010	0	00000001	00000000
	2014 05 27	23:15:00	36	59.744213	17.667480		3D	42	1.0	9	0	1	1	9	622	01000010	0	00000001	00000000
	2014 05 27	23:30:00	30	59.744192	17.667457		3D	39	1.0	9	0	0	0	10	624	01000010	0	00000001	00000000
	2014 05 27	23:45:00	30	59.744222	17.667500		3D	32	1.1	9	0	0	1	10	624	01000010	0	00000001	00000000
	2014 05 28	00:00:00	30	59.744172	17.667568		3D	38	1.2	8	0	0	0	13	624	01000010	0	00000001	00000000
	2014 05 28	00:15:00	30	59.744193	17.667462		3D	25	1.3	8	0	0	0	12	624	01000010	0	00000001	00000000
	2014 05 28	00:30:00	30	59.744117	17.667880		3D	29	1.5	7	0	2	3	10	624	01000010	0	00000001	00000000
	2014 05 28	00:45:00	30	59.744030	17.667703		3D	29	1.5	7	0	2	3	8	624	01000010	0	00000001	00000000
	2014 05 28	01:00:00	30	59.744127	17.667865		3D	24	2.1	5	0	2	3	8	622	01000010	0	00000001	00000000
	2014 05 28	01:15:00	30	59.744280	17.667203		3D	32	1.9	5	0	3	3	8	624	01000010	0	00000001	00000000
	2014 05 28	01:30:00	30	59.744330	17.667250		3D	27	1.9	5	0	5	2	7	623	01000010	0	00000001	00000000
	2014 05 28	01:45:00	30	59.743673	17.667867		3D	25	2.0	5	0	5	5	6	622	01000010	0	00000001	00000000
	2014 05 28	02:00:00	30	59.743673	17.667753		3D	27	2.1	5	0	5	8	6	622	01000010	0	00000001	00000000
	2014 05 28	02:15:00	30	59.744427	17.666605		3D	12	2.6	4	0	9	10	6	621	01000010	0	00000001	00000000
	2014 05 28	02:30:00	39	59.744213	17.667423		3D	34	0.9	9	0	0	0	6	620	01000010	0	00000001	00000000
	2014 05 28	02:45:00	30	59.744218	17.667442		3D	42	1.0	8	0	0	0	8	622	01000010	0	00000001	00000000
	2014 05 28	03:00:00	30	59.744258	17.667368		3D	34	1.0	8	0	0	0	10	623	01000010	0	00000001	00000000
	2014 05 28	03:15:00	30	59.743785	17.667703		3D	35	1.0	8	0	4	0	9	624	01000010	0	00000001	00000000
	2014 05 28	03:30:00	30	59.743825	17.668215		3D	37	1.0	8	0	7	6	10	624	01000010	0	00000001	00000000
	2014 05 28	03:45:00	30	59.745238	17.670295		3D	43	1.3	6	0	8	5	9	624	01000010	0	00000001	00000000
	2014 05 28	04:00:00	30	59.745702	17.671373		3D	56	3.2	5	0	8	1	8	623	01000010	0	00000001	00000000
	2014 05 28	04:15:00	30	59.745052	17.670497		3D	38	1.4	5	0	6	7	8	622	01000010	0	00000001	00000000
	2014 05 28	04:30:00	30	59.745093	17.670312		3D	36	1.5	5	0	4	4	11	624	01000010	0	00000001	00000000
	2014 05 28	04:45:00	30	59.745222	17.670210		3D	8	5.1	4	0	0	0	14	624	01000010	0	00000001	00000000
	2014 05 28	05:00:00	30	59.744982	17.670263		3D	42	2.1	4	0	0	2	15	624	01000010	0	00000001	00000000
	2014 05 28	05:15:00	30	59.745580	17.669912		3D	8	2.1	4	0	2	1	17	624	01000010	0	00000001	00000000
	2014 05 28	05:30:00	44	59.745020	17.670373		3D	26	1.3	5	0	4	9	17	624	01000010	0	00000001	00000000
	2014 05 28	05:45:00	30	59.745023	17.670337		3D	43	1.2	5	0	0	0	16	625	01000010	0	00000001	00000000
	2014 05 28	06:00:00	30	59.745155	17.670427		3D	42	1.3	4	0	0	0	16	625	01000010	0	00000001	00000000
	2014 05 28	06:15:00	30	59.744998	17.670375		3D	35	1.2	5	0	8	0	19	625	01000010	0	00000001	00000000
	2014 05 28	06:30:00	30	59.745087	17.671018		3D	44	1.8	4	0	3	8	15	625	01000010	0	00000001	00000000
	2014 05 28	06:45:00	49	59.744982	17.670893		3D	44	1.6	4	0	9	13	14	624	01000010	0	00000001	00000000
	2014 05 28	07:00:00	43	59.745333	17.670530		3D	45	1.2	4	0	6	16	13	624	01000010	0	00000001	00000000
	2014 05 28	07:15:00	30	59.745528	17.670947		3D	28	1.2	4	0	3	5	13	625	01000010	0	00000001	00000000
	2014 05 28	07:30:00	30	59.744590	17.670163		3D	22	1.9	4	0	5	5	15	625	01000010	0	00000001	00000000
	2014 05 28	07:45:00	43	59.744445	17.669942		3D	44	2.7	5	0	13	16	14	624	01000010	0	00000001	00000000
	2014 05 28	08:00:00	33	59.745117	17.670293		3D	45	1.6	5	0	6	9	13	625	01000010	0	00000001	00000000
	2014 05 28	08:15:00	30	59.745402	17.671120		3D	47	1.9	4	0	0	3	14	624	01000010	0	00000001	00000000
	2014 05 28	08:30:00	43	59.745380	17.671093		3D	26	0.9	8	0	0	0	14	624	01000010	0	00000001	00000000
	2014 05 28	08:45:00	30	59.745388	17.671068		3D	32	1.1	7	0	0	0	15	625	01000010	0	00000001	00000000
	2014 05 28	09:00:00	30	59.745422	17.671073		3D	28	1.1	7	0	0	0	16	625	01000010	0	00000001	00000000
	2014 05 28	09:15:00	30	59.745403	17.671077		3D	27	1.4	6	0	0	0	17	625	01000010	0	00000001	00000000
	2014 05 28	09:30:00	30	59.745407	17.671167		3D	41	1.5	6	0	0	0	19	625	01000010	0	00000001	00000000
	2014 05 28	09:45:00	30	59.745203	17.671148		3D	30	1.6	6	0	7	5	18	626	01000010	0	00000001	00000000
	2014 05 28	10:00:00	30	59.745238	17.670580		3D	30	2.6	4	0	6	3	15	626	01000010	0	00000001	00000000
	2014 05 28	10:15:00	30	59.744700	17.670003		3D	29	2.3	4	0	2	3	13	625	01000010	0	00000001	00000000
	2014 05 28	10:30:00	30	59.744453	17.670045		3D	79	2.1	4	0	6	4	12	625	01000010	0	00000001	00000000
	2014 05 28	10:45:00	84	59.744293	17.668967		3D	41	1.4	5	0	41	44	11	620	01000010	0	00000001	00000000
	2014 05 28	11:00:00	30	59.744332	17.668253		3D	43	1.3	5	0	5	4	11	624	01000010	0	00000001	00000000
	2014 05 28	11:15:00	30	59.744228	17.667512		3D	38	1.3	5	0	3	4	12	625	01000010	0	00000001	00000000
	2014 05 28	11:30:00	30	59.743775	17.667820		3D	32	1.4	5	0	4	5	12	624	01000010	0	00000001	00000000
	2014 05 28	11:45:00	30	59.743788	17.668490		3D	28	2.1	5	0	6	5	11	624	01000010	0	00000001	00000000
	2014 05 28	12:00:00	30	59.747363	17.669343		3D	61	2.4	4	0	8	7	10	624	01000010	0	00000001	00000000
	2014 05 28	12:15:00	30	59.746540	17.672338		3D	44	4.6	4	0	9	7	11	624	01000010	0	00000001	00000000
	2014 05 28	12:30:00	66	59.746357	17.675568		3D	115	3.9	4	0	25	12	11	621	01000010	0	00000001	00000000
	2014 05 28	12:45:00	43	59.745297	17.670635		3D	29	1.5	5	0	8	11	12	623	01000010	0	00000001	00000000
	2014 05 28	13:00:00	30	59.745152	17.670057		3D	39	1.4	5	0	5	6	11	624	01000010	0	00000001	00000000
	2014 05 28	13:15:00	30	59.745197	17.669968		3D	45	2.0	4	0	3	4	11	624	01000010	0	00000001	00000000
	2014 05 28	13:30:00	30	59.745250	17.670918		3D	40	1.7	4	0	10	8	11	624	01000010	0	00000001	00000000
	2014 05 28	13:45:00	30	59.745237	17.670712		3D	38	1.6	4	0	8	5	11	624	01000010	0	00000001	00000000
	2014 05 28	14:00:00	30	59.745197	17.670878		3D	37	1.8	4	0	0	0	12	624	01000010	0	00000001	00000000
	2014 05 28	14:15:00	44	59.745427	17.671220		3D	34	1.4	6	0	11	14	12	624	01000010	0	00000001	00000000
	2014 05 28	14:30:00	30	59.745337	17.671092		3D	27	1.3	6	0	8	4	12	624	01000010	0	00000001	00000000
	2014 05 28	14:45:00	30	59.745513	17.671212		3D	35	1.2	6	0	4	8	12	624	01000010	0	00000001	00000000
	2014 05 28	15:00:00	30	59.745187	17.670667		3D	28	1.2	6	0	5	2	11	624	01000010	0	00000001	00000000
	2014 05 28	15:15:00	30	59.744673	17.670143		3D	21	1.2	6	0	4	5	10	624	01000010	0	00000001	00000000
	2014 05 28	15:30:00	30	59.744923	17.670487		3D	19	1.7	5	0	7	6	10	624	01000010	0	00000001	00000000
	2014 05 28	15:45:00	30	59.745257	17.671105		3D	29	1.9	5	0	4	4	11	624	01000010	0	00000001	00000000
	2014 05 28	16:00:00	34	59.745468	17.670912		3D	15	1.7	5	0	0	0	11	624	01000010	0	00000001	00000000
	2014 05 28	16:15:00	30	59.745465	17.670567		3D	-11	2.1	4	0	1	0	12	624	01000010	0	00000001	00000000
	2014 05 28	16:30:00	30	59.745517	17.671157		3D	65	2.0	4	0	0	0	14	624	01000010	0	00000001	00000000
	2014 05 28	16:45:00	37	59.745460	17.670830		3D	28	1.6	6	0	0	0	14	624	01000010	0	00000001	00000000
	2014 05 28	17:00:00	30	59.745435	17.670595		3D	29	2.0	5	0	5	3	16	625	01000010	0	00000001	00000000
	2014 05 28	17:15:00	30	59.745285	17.670375		3D	47	2.1	5	0	4	10	14	625	01000010	0	00000001	00000000
	2014 05 28	17:30:00	30	59.745600	17.670383		3D	35	2.5	4	0	6	6	12	624	01000010	0	00000001	00000000
	2014 05 28	17:45:00	30	59.745518	17.670402		3D	33	2.5	4	0	7	5	11	624	01000010	0	00000001	00000000
	2014 05 28	18:00:00	32	59.745558	17.671172		3D	42	2.4	4	0	9	10	11	624	01000010	0	00000001	00000000
	2014 05 28	18:15:00	34	59.745672	17.671572		3D	62	2.3	4	0	11	4	11	624	01000010	0	00000001	00000000
	2014 05 28	18:30:00	38	59.745758	17.670870		3D	123	1.5	4	0	7	8	11	624	01000010	0	00000001	00000000
	2014 05 28	18:45:00	30	59.745323	17.670573		3D	21	1.6	4	0	5	6	10	624	01000010	0	00000001	00000000
	2014 05 28	19:00:00	30	59.745132	17.670775		3D	56	1.6	4	0	7	4	10	624	01000010	0	00000001	00000000
	2014 05 28	19:15:00	30	59.744867	17.669978		3D	39	1.6	4	0	6	7	9	624	01000010	0	00000001	00000000
	2014 05 28	19:30:00	67	59.744785	17.669688		3D	45	0.9	7	0	28	15	9	620	01000010	0	00000001	00000000
	2014 05 28	19:45:00	30	59.744440	17.669832		3D	37	1.4	6	0	9	8	8	622	01000010	0	00000001	00000000
	2014 05 28	20:00:00	30	59.744517	17.669692		3D	39	1.5	5	0	6	6	8	623	01000010	0	00000001	00000000
	2014 05 28	20:15:00	30	59.746092	17.670862		3D	51	1.4	5	0	7	5	8	623	01000010	0	00000001	00000000
	2014 05 28	20:30:00	30	59.747822	17.669447		3D	53	1.5	5	0	5	3	9	624	01000010	0	00000001	00000000
	2014 05 28	20:45:00	30	59.745472	17.670788		3D	35	1.8	5	0	11	3	8	624	01000010	0	00000001	00000000
	2014 05 28	21:00:00	30	59.745455	17.671320		3D	34	1.7	5	0	4	5	9	623	01000010	0	00000001	00000000
	2014 05 28	21:15:00	30	59.745507	17.670960		3D	42	1.9	5	0	5	6	8	623	01000010	0	00000001	00000000
	2014 05 28	21:30:00	30	59.745637	17.671042		3D	39	2.2	5	0	6	2	8	622	01000010	0	00000001	00000000
	2014 05 28	21:45:00	30	59.745712	17.670948		3D	42	2.5	5	0	2	4	8	622	01000010	0	00000001	00000000
	2014 05 28	22:00:00	32	59.747310	17.668798		3D	77	3.2	4	0	11	11	8	622	01000010	0	00000001	00000000
	2014 05 28	22:15:00	61	59.745295	17.669337		3D	37	2.5	5	0	14	11	8	619	01000010	0	00000001	00000000
	2014 05 28	22:30:00	43	59.745328	17.669592		3D	43	1.2	6	0	16	13	10	621	01000010	0	00000001	00000000
	2014 05 28	22:45:00	30	59.745300	17.669390		3D	38	1.2	6	0	4	1	9	623	01000010	0	00000001	00000000
	2014 05 28	23:00:00	30	59.745322	17.669560		3D	44	1.3	6	0	2	5	9	624	01000010	0	00000001	00000000
	2014 05 28	23:15:00	30	59.745308	17.669437		3D	31	1.4	6	0	0	0	10	624	01000010	0	00000001	00000000
	2014 05 28	23:30:00	30	59.744345	17.669372		3D	43	1.6	5	0	3	5	8	622	01000010	0	00000001	00000000
	2014 05 28	23:45:00	30	59.744280	17.667365		3D	29	1.9	5	0	4	2	7	622	01000010	0	00000001	00000000
	2014 05 29	00:00:00	30	59.744355	17.667218		3D	10	2.8	4	0	0	0	8	622	01000010	0	00000001	00000000
	2014 05 29	00:15:00	44	59.744197	17.667467		3D	28	0.9	9	0	0	0	10	621	01000010	0	00000001	00000000
	2014 05 29	00:30:00	30	59.744195	17.667448		3D	24	0.9	9	0	0	0	10	624	01000010	0	00000001	00000000
	2014 05 29	00:45:00	30	59.744208	17.667423		3D	28	0.9	9	0	0	0	10	624	01000010	0	00000001	00000000
	2014 05 29	01:00:00	30	59.744207	17.667410		3D	17	1.3	6	0	0	0	11	624	01000010	0	00000001	00000000
	2014 05 29	01:15:00	30	59.744195	17.667447		3D	29	1.3	6	0	0	0	11	624	01000010	0	00000001	00000000
	2014 05 29	01:30:00	30	59.744202	17.667457		3D	27	1.2	6	0	0	0	12	624	01000010	0	00000001	00000000
	2014 05 29	01:45:00	30	59.743763	17.667775		3D	28	1.2	6	0	10	8	11	624	01000010	0	00000001	00000000
	2014 05 29	02:00:00	30	59.743573	17.667837		3D	25	1.1	6	0	11	5	9	624	01000010	0	00000001	00000000
	2014 05 29	02:15:00	30	59.744152	17.668567		3D	33	1.6	5	0	6	0	8	623	01000010	0	00000001	00000000
	2014 05 29	02:30:00	30	59.744275	17.668692		3D	47	1.6	5	0	0	4	7	622	01000010	0	00000001	00000000
	2014 05 29	02:45:00	30	59.744222	17.667833		3D	34	1.9	4	0	5	4	8	622	01000010	0	00000001	00000000
	2014 05 29	03:00:00	30	59.744267	17.667383		3D	34	1.9	4	0	8	8	8	622	01000010	0	00000001	00000000
	2014 05 29	03:15:00	30	59.744258	17.667392		3D	32	2.0	4	0	0	0	10	623	01000010	0	00000001	00000000
	2014 05 29	03:30:00	30	59.744253	17.667358		3D	35	2.1	4	0	0	0	11	624	01000010	0	00000001	00000000
	2014 05 29	03:45:00	43	59.744197	17.667427		3D	31	1.1	7	0	0	0	12	622	01000010	0	00000001	00000000
	2014 05 29	04:00:00	30	59.744287	17.667460		3D	47	1.1	7	0	0	0	14	624	01000010	0	00000001	00000000
	2014 05 29	04:15:00	30	59.744498	17.666647		3D	37	1.2	6	0	11	5	14	624	01000010	0	00000001	00000000
	2014 05 29	04:30:00	30	59.744242	17.666695		3D	39	1.8	5	0	3	4	11	624	01000010	0	00000001	00000000
	2014 05 29	04:45:00	30	59.743812	17.667390		3D	37	1.7	5	0	5	4	12	624	01000010	0	00000001	00000000
	2014 05 29	05:00:00	30	59.743955	17.668192		3D	34	1.6	5	0	8	7	13	624	01000010	0	00000001	00000000
	2014 05 29	05:15:00	30	59.744065	17.668082		3D	32	1.5	5	0	0	0	15	624	01000010	0	00000001	00000000
	2014 05 29	05:30:00	30	59.744183	17.668152		3D	13	2.0	4	0	0	0	16	624	01000010	0	00000001	00000000
	2014 05 29	05:45:00	30	59.744180	17.668077		3D	36	2.5	4	0	1	0	18	625	01000010	0	00000001	00000000
	2014 05 29	06:00:00	30	59.744047	17.668090		3D	28	2.2	4	0	0	1	19	625	01000010	0	00000001	00000000
	2014 05 29	06:15:00	33	59.744055	17.668117		3D	28	1.0	9	0	2	1	20	625	01000010	0	00000001	00000000
	2014 05 29	06:30:00	30	59.744490	17.669405		3D	34	1.3	8	0	1	3	19	626	01000010	0	00000001	00000000
	2014 05 29	06:45:00	30	59.745505	17.670722		3D	38	1.0	9	0	3	2	20	626	01000010	0	00000001	00000000
	2014 05 29	07:00:00	30	59.745115	17.670863		3D	36	1.0	8	0	6	1	18	626	01000010	0	00000001	00000000
	2014 05 29	07:15:00	30	59.744568	17.670263		3D	33	1.4	7	0	3	7	17	626	01000010	0	00000001	00000000
	2014 05 29	07:30:00	30	59.744540	17.669888		3D	31	1.0	7	0	3	5	17	626	01000010	0	00000001	00000000
	2014 05 29	07:45:00	30	59.743540	17.673873		3D	215	1.5	5	0	0	0	20	626	01000010	0	00000001	00000000
	2014 05 29	08:00:00	30	59.745357	17.670253		3D	54	2.1	5	0	0	7	21	626	01000010	0	00000001	00000000
	2014 05 29	08:15:00	30	59.745585	17.671063		3D	46	1.5	5	0	0	7	21	626	01000010	0	00000001	00000000
	2014 05 29	08:30:00	30	59.745415	17.671260		3D	26	1.6	5	0	1	0	20	626	01000010	0	00000001	00000000
	2014 05 29	08:45:00	30	59.745398	17.671017		3D	28	2.8	4	0	3	5	21	626	01000010	0	00000001	00000000
	2014 05 29	09:00:00	44	59.745452	17.670688		3D	30	1.5	5	0	11	7	20	625	01000010	0	00000001	00000000
	2014 05 29	09:15:00	30	59.745457	17.670627		3D	29	1.5	5	0	5	4	20	627	01000010	0	00000001	00000000
	2014 05 29	09:30:00	30	59.745153	17.670740		3D	27	1.5	6	0	3	6	20	626	01000010	0	00000001	00000000
	2014 05 29	09:45:00	33	59.745192	17.671415		3D	1	1.1	6	0	7	11	19	626	01000010	0	00000001	00000000
	2014 05 29	10:00:00	30	59.744763	17.670493		3D	25	1.6	5	0	2	4	19	627	01000010	0	00000001	00000000
	2014 05 29	10:15:00	30	59.745165	17.670377		3D	27	1.5	5	0	3	4	20	627	01000010	0	00000001	00000000
	2014 05 29	10:30:00	30	59.745265	17.670280		3D	23	1.4	5	0	0	0	21	627	01000010	0	00000001	00000000
	2014 05 29	10:45:00	30	59.745237	17.670240		3D	35	1.4	4	0	0	0	21	627	01000010	0	00000001	00000000
	2014 05 29	11:00:00	30	59.745482	17.670550		3D	45	1.3	4	0	3	4	22	627	01000010	0	00000001	00000000
	2014 05 29	11:15:00	30	59.745342	17.671040		3D	34	1.2	4	0	3	0	21	627	01000010	0	00000001	00000000
	2014 05 29	11:30:00	30	59.745320	17.670478		3D	41	1.2	4	0	6	6	21	627	01000010	0	00000001	00000000
	2014 05 29	11:45:00	30	59.745453	17.670055		3D	28	1.2	4	0	9	7	22	627	01000010	0	00000001	00000000
	2014 05 29	12:00:00	30	59.745110	17.670058		3D	30	1.2	4	0	6	7	20	627	01000010	0	00000001	00000000
	2014 05 29	12:15:00	42	59.744837	17.669962		3D	37	2.4	4	0	9	9	20	626	01000010	0	00000001	00000000
	2014 05 29	12:30:00	57	59.744655	17.669887		3D	28	1.1	6	0	20	17	19	624	01000010	0	00000001	00000000
	2014 05 29	12:45:00	30	59.744480	17.669795		3D	30	1.1	6	0	6	6	19	627	01000010	0	00000001	00000000
	2014 05 29	13:00:00	30	59.744445	17.669782		3D	16	1.5	5	0	0	0	20	627	01000010	0	00000001	00000000
	2014 05 29	13:15:00	30	59.744352	17.670080		3D	22	1.4	5	0	0	0	25	627	01000010	0	00000001	00000000
	2014 05 29	13:30:00	30	59.743697	17.669197		3D	-279	1.7	5	0	0	0	26	628	01000010	0	00000001	00000000
	2014 05 29	13:45:00	30	59.744525	17.670247		3D	34	1.3	5	0	1	0	22	628	01000010	0	00000001	00000000
	2014 05 29	14:00:00	30	59.744520	17.669903		3D	28	1.3	5	0	5	6	19	628	01000010	0	00000001	00000000
	2014 05 29	14:15:00	30	59.744960	17.669995		3D	-19	2.5	4	0	2	1	18	627	01000010	0	00000001	00000000
	2014 05 29	14:30:00	30	59.745598	17.671015		3D	-6	2.2	4	0	6	2	19	627	01000010	0	00000001	00000000
	2014 05 29	14:45:00	30	59.745815	17.670812		3D	-9	2.1	4	0	0	6	20	627	01000010	0	00000001	00000000
	2014 05 29	15:00:00	44	59.745548	17.670695		3D	27	0.9	8	0	0	0	20	625	01000010	0	00000001	00000000
	2014 05 29	15:15:00	30	59.745478	17.670720		3D	18	1.2	7	0	0	2	20	627	01000010	0	00000001	00000000
	2014 05 29	15:30:00	30	59.745358	17.671085		3D	27	1.2	7	0	0	3	19	627	01000010	0	00000001	00000000
	2014 05 29	15:45:00	30	59.744728	17.670057		3D	14	1.3	6	0	5	3	18	627	01000010	0	00000001	00000000
	2014 05 29	16:00:00	30	59.744788	17.669790		3D	30	1.3	6	0	8	4	18	627	01000010	0	00000001	00000000
	2014 05 29	16:15:00	30	59.745082	17.669608		3D	36	1.8	5	0	4	2	17	627	01000010	0	00000001	00000000
	2014 05 29	16:30:00	30	59.745513	17.670487		3D	24	1.5	5	0	5	5	16	627	01000010	0	00000001	00000000
	2014 05 29	16:45:00	30	59.745562	17.670940		3D	32	1.4	5	0	4	6	17	627	01000010	0	00000001	00000000
	2014 05 29	17:00:00	30	59.743658	17.667852		3D	26	1.3	5	0	6	2	18	627	01000010	0	00000001	00000000
	2014 05 29	17:15:00	30	59.743548	17.667702		3D	33	1.5	4	0	3	4	18	627	01000010	0	00000001	00000000
	2014 05 29	17:30:00	30	59.743912	17.667092		3D	29	1.5	4	0	1	7	17	627	01000010	0	00000001	00000000
	2014 05 29	17:45:00	43	59.743943	17.667155		3D	25	1.0	6	0	0	0	17	625	01000010	0	00000001	00000000
	2014 05 29	18:00:00	30	59.744142	17.667088		3D	18	0.9	7	0	6	4	17	627	01000010	0	00000001	00000000
	2014 05 29	18:15:00	30	59.743802	17.667260		3D	30	0.9	7	0	3	2	16	627	01000010	0	00000001	00000000
	2014 05 29	18:30:00	30	59.743517	17.667700		3D	23	1.0	6	0	10	8	15	627	01000010	0	00000001	00000000
	2014 05 29	18:45:00	30	59.743473	17.667938		3D	15	1.6	4	0	4	6	15	626	01000010	0	00000001	00000000
	2014 05 29	19:00:00	30	59.743925	17.667970		3D	34	1.6	4	0	5	3	14	626	01000010	0	00000001	00000000
	2014 05 29	19:15:00	30	59.744578	17.669668		3D	34	2.4	4	0	9	9	14	626	01000010	0	00000001	00000000
	2014 05 29	19:30:00	62	59.744470	17.669477		3D	33	1.8	5	0	19	14	14	623	01000010	0	00000001	00000000
	2014 05 29	19:45:00	30	59.743872	17.667150		3D	31	1.9	5	0	5	2	13	625	01000010	0	00000001	00000000
	2014 05 29	20:00:00	30	59.743992	17.667740		3D	81	2.2	4	0	5	3	14	625	01000010	0	00000001	00000000
	2014 05 29	20:15:00	30	59.744333	17.669430		3D	16	2.5	4	0	1	2	14	625	01000010	0	00000001	00000000
	2014 05 29	20:30:00	33	59.747120	17.670325		3D	34	3.2	4	0	9	3	13	625	01000010	0	00000001	00000000
	2014 05 29	20:45:00	30	59.744833	17.669983		3D	44	4.4	4	0	0	1	13	625	01000010	0	00000001	00000000
	2014 05 29	21:00:00	32	59.745050	17.670013		3D	50	5.7	4	0	11	8	13	625	01000010	0	00000001	00000000
	2014 05 29	21:15:00	30	59.744748	17.670740		3D	45	5.5	4	0	2	8	13	625	01000010	0	00000001	00000000
	2014 05 29	21:30:00	30	59.744647	17.670048		3D	47	4.4	4	0	7	7	13	625	01000010	0	00000001	00000000
	2014 05 29	21:45:00	37	59.745032	17.669750		3D	54	3.6	4	0	9	7	13	624	01000010	0	00000001	00000000
	2014 05 29	22:00:00	63	59.745447	17.669162		3D	43	2.1	6	0	16	14	13	622	01000010	0	00000001	00000000
	2014 05 29	22:15:00	30	59.746077	17.668652		3D	64	2.6	5	0	9	5	13	624	01000010	0	00000001	00000000
	2014 05 29	22:30:00	30	59.745643	17.671167		3D	37	2.8	5	0	10	11	13	624	01000010	0	00000001	00000000
	2014 05 29	22:45:00	30	59.745503	17.670383		3D	30	3.2	5	0	0	0	13	624	01000010	0	00000001	00000000
	2014 05 29	23:00:00	30	59.745070	17.670247		3D	28	3.5	5	0	0	0	13	624	01000010	0	00000001	00000000
	2014 05 29	23:15:00	30	59.745067	17.670150		3D	49	4.1	4	0	0	0	14	624	01000010	0	00000001	00000000
	2014 05 29	23:30:00	30	59.745132	17.670033		3D	55	4.6	4	0	0	0	14	625	01000010	0	00000001	00000000
	2014 05 29	23:45:00	30	59.745292	17.669690		3D	42	5.2	4	0	1	2	14	625	01000010	0	00000001	00000000
	2014 05 30	00:00:00	43	59.745032	17.669958		3D	34	1.2	5	0	0	0	15	624	01000010	0	00000001	00000000
	2014 05 30	00:15:00	30	59.745065	17.670290		3D	46	1.2	5	0	0	0	14	625	01000010	0	00000001	00000000
	2014 05 30	00:30:00	30	59.745052	17.670322		3D	40	1.2	5	0	5	5	14	625	01000010	0	00000001	00000000
	2014 05 30	00:45:00	34	59.745248	17.670728		3D	20	2.1	6	0	0	0	13	625	01000010	0	00000001	00000000
	2014 05 30	01:00:00	30	59.745123	17.670270		3D	18	11.3	4	0	0	0	14	625	01000010	0	00000001	00000000
